id,exposure
1029372,0.52019165
102946,0.147843943
102962,0.147843943
102966,0.925393566
102970,0.147843943
102990,0.908966461
1029924,0.479123888
1030007,0.810403833
103017,0.908966461
103021,0.005475702
103028,0.224503765
103072,0.908966461
1030948,0.479123888
103095,0.851471595
1030966,0.52019165
103159,0.563997262
103193,0.224503765
103210,0.090349076
1032172,0.810403833
103239,0.339493498
103245,0.147843943
1032657,0.235455168
1032712,0.810403833
1032873,0.980150582
1032925,0.810403833
1032952,0.320328542
1033093,0.52019165
1033130,0.479123888
103316,0.908966461
1033283,0.807665982
1033637,0.980150582
103368,0.925393566
1033799,0.969199179
1034110,0.818617385
10344,0.577686516
103457,0.224503765
103470,0.147843943
103474,0.906228611
103478,0.147843943
1034919,0.810403833
1035343,0.479123888
103553,0.906228611
103576,0.147843943
103584,0.147843943
10361,0.421629021
103647,0.147843943
1036726,0.470910335
1036812,0.205338809
103684,0.180698152
103696,0.027378508
103706,0.147843943
103732,0.027378508
103741,0.525667351
103746,0.906228611
103762,0.093086927
103785,0.147843943
1038310,0.815879535
1038503,0.183436003
103864,0.147843943
10387,0.594113621
1038831,0.807665982
1039130,0.810403833
1039508,0.27926078
103959,0.147843943
104002,0.147843943
1040251,0.810403833
1040298,0.183436003
104034,0.752908967
104037,0.917180014
1040474,0.13963039
104053,0.908966461
1040699,0.20807666
1041167,0.20807666
1041397,0.810403833
104147,0.147843943
1041483,0.6954141
104175,0.254620123
1041764,0.810403833
104183,0.090349076
1042137,0.832306639
1042142,0.810403833
1042161,0.473648186
1042335,0.810403833
104254,0.911704312
104262,0.238193019
104276,0.517453799
1042799,0.20807666
1042863,0.054757016
104299,0.010951403
1043031,0.791238878
104309,0.090349076
1043137,0.13963039
1043157,0.700889802
104325,0.087611225
1043525,0.807665982
1043758,0.635181383
104376,0.911704312
1044100,0.810403833
104415,0.851471595
104420,0.911704312
104429,0.90349076
1044380,0.810403833
1044427,0.336755647
104459,0.016427105
104494,0.147843943
1044954,0.265571526
104523,0.752908967
104525,0.224503765
104542,0.925393566
104550,0.908966461
10456,0.854209446
1045624,0.134154689
104601,0.911704312
104602,0.344969199
1046223,0.019164956
1046242,0.046543463
1046559,0.810403833
1046636,0.188911704
1046681,0.807665982
1046684,0.97467488
1046798,0.262833676
1046817,0.046543463
104688,0.908966461
1046898,0.807665982
1046929,0.952772074
104711,0.147843943
104740,0.752908967
1047670,0.807665982
1047897,0.298425736
104794,0.908966461
1048090,0.862422998
1048188,0.574948665
1048207,0.095824778
1048209,0.183436003
1048303,0.52019165
1048334,0.676249144
1048602,0.687200548
104890,0.884325804
104924,0.147843943
1049272,0.13963039
1049899,0.232717317
104995,0.906228611
1049951,0.180698152
1050172,0.20807666
105022,0.147843943
105034,0.090349076
105057,0.021902806
105065,0.147843943
1050846,0.13963039
1051098,0.046543463
1051106,0.503764545
105121,0.739219713
1051397,0.73100616
1051560,0.473648186
1051583,0.298425736
1051615,0.815879535
1051749,0.298425736
1051804,0.019164956
1052138,0.572210815
1052193,0.791238878
1052201,0.021902806
105227,0.908966461
1052347,0.862422998
105259,0.906228611
1052852,0.287474333
1052998,0.862422998
1053036,0.17522245
105310,0.911704312
1053135,0.862422998
1053309,0.52019165
105346,0.720054757
1053525,0.046543463
105357,0.443531828
105365,0.906228611
1053809,0.046543463
1053994,0.791238878
1054231,0.52019165
1054309,0.032854209
105449,0.235455168
1054522,0.20807666
105467,0.851471595
105468,0.906228611
1054771,0.509240246
1054925,0.183436003
1054932,0.046543463
105503,0.856947296
1055169,0.815879535
105531,0.093086927
1055421,0.547570157
1055515,0.73100616
1055736,0.52019165
105574,0.906228611
105575,0.342231348
1055775,0.862422998
1055826,0.20807666
1055909,0.791238878
1056001,0.807665982
1056028,0.183436003
1056078,0.046543463
1056193,0.815879535
1056252,0.980150582
105637,0.925393566
1056429,0.20807666
105648,0.323066393
105653,0.906228611
105669,0.544832307
1056867,0.440793977
105704,0.906228611
105708,0.147843943
1057102,0.205338809
105712,0.238193019
105724,0.906228611
1057300,0.52019165
105732,0.906228611
1057330,0.227241615
105748,0.922655715
1057590,0.268309377
1057643,0.484599589
105775,0.906228611
1057780,0.073921971
1057820,0.046543463
1057863,0.791238878
1057914,0.20807666
105799,0.906228611
1058013,0.859685147
1058147,0.183436003
105819,0.999315537
1058241,0.20807666
1058264,0.566735113
1058296,0.13963039
1058352,0.999315537
1058375,0.136892539
105845,0.224503765
105846,0.73100616
105858,0.851471595
1058923,0.199863108
1058952,0.796714579
1059100,0.221765914
105921,0.147843943
1059396,0.183436003
1059557,0.396988364
1059565,0.862422998
1059609,0.479123888
105964,0.851471595
1059814,0.183436003
1059838,0.032854209
1059884,0.046543463
1059916,0.06844627
1059944,0.503764545
106000,0.906228611
1060154,0.136892539
106016,0.246406571
1060210,0.183436003
1060261,0.021902806
106039,0.906228611
1060391,0.936344969
1060595,0.20807666
1060628,0.52019165
106078,0.147843943
1060951,0.52019165
106097,0.142368241
1061044,0.20807666
1061111,0.20807666
106113,0.153319644
1061864,0.046543463
1061900,0.136892539
106196,0.090349076
1061983,0.473648186
1062080,0.572210815
1062096,0.862422998
1062364,0.046543463
1062372,0.046543463
1062443,0.046543463
1062755,0.479123888
1062763,0.536618754
1062786,0.862422998
106279,0.027378508
1062806,0.52019165
1062939,0.268309377
1062987,0.862422998
106326,0.147843943
1063358,0.112251882
1063384,0.429842574
1063409,0.52019165
1063456,0.52019165
106346,0.999315537
1063480,0.183436003
106350,0.147843943
1063535,0.481861739
1063559,0.481861739
1063637,0.136892539
1063933,0.136892539
106400,0.509240246
106401,0.147843943
106409,0.147843943
1064176,0.20807666
106420,0.525667351
106421,0.147843943
106429,0.851471595
1064382,0.980150582
1064385,0.20807666
1064393,0.046543463
1064784,0.52019165
1064800,0.52019165
1064828,0.479123888
1064846,0.572210815
106558,0.525667351
106602,0.147843943
1066099,0.20807666
1066119,0.791238878
1066261,0.862422998
106634,0.093086927
10664,0.654346338
106650,0.911704312
1066556,0.205338809
106659,0.057494867
1067404,0.536618754
1067691,0.20807666
1067849,0.041067762
106788,0.911704312
1067928,0.205338809
106795,0.147843943
1067955,0.046543463
106807,0.911704312
1068100,0.569472964
1068144,0.142368241
1068156,0.52019165
1068164,0.980150582
106827,0.087611225
1068325,0.046543463
1068330,0.517453799
1068380,0.427104723
1068483,0.158795346
1068511,0.131416838
106859,0.908966461
106860,0.90349076
1068771,0.136892539
1068845,0.427104723
1068852,0.380561259
1068868,0.380561259
1068939,0.380561259
1068964,0.298425736
106898,0.120465435
1069017,0.380561259
1069029,0.380561259
1069056,0.380561259
1069064,0.380561259
1069080,0.380561259
1069195,0.572210815
106937,0.334017796
1069395,0.380561259
1069411,0.380561259
1069431,0.380561259
1069482,0.380561259
1069498,0.114989733
106952,0.295687885
1069537,0.380561259
106957,0.999315537
1069604,0.618754278
1069624,0.38329911
1069648,0.380561259
1069675,0.380561259
106968,0.5229295
1069691,0.618754278
1069739,0.73100616
1069762,0.380561259
1069764,0.703627652
1069825,0.380561259
1069876,0.380561259
1070006,0.380561259
107004,0.147843943
1070053,0.298425736
1070055,0.380561259
1070150,0.380561259
1070193,0.618754278
1070264,0.380561259
1070402,0.380561259
1070410,0.380561259
107043,0.317590691
1070457,0.380561259
1070561,0.566735113
1070623,0.380561259
1070664,0.862422998
1070666,0.539356605
1070683,0.569472964
1070778,0.572210815
1070796,0.380561259
1070875,0.084873374
1070916,0.366872006
1070919,0.380561259
1071005,0.380561259
107102,0.147843943
1071296,0.380561259
1071304,0.380561259
1071312,0.380561259
1071383,0.380561259
1071411,0.268309377
1071470,0.380561259
1071478,0.380561259
1071497,0.380561259
1071539,0.136892539
1071586,0.284736482
1071587,0.473648186
1071620,0.618754278
1071647,0.380561259
1071785,0.095824778
1071821,0.380561259
1071829,0.380561259
1071850,0.046543463
1071856,0.391512663
1071964,0.046543463
1071972,0.205338809
1071994,0.618754278
1072002,0.380561259
1072015,0.20807666
1072078,0.046543463
1072113,0.711841205
1072141,0.20807666
1072157,0.021902806
1072204,0.73100616
107221,0.911704312
1072220,0.046543463
1072228,0.20807666
1072237,0.468172485
1072263,0.046543463
1072285,0.380561259
1072306,0.043805613
1072356,0.380561259
1072427,0.380561259
1072435,0.380561259
1072502,0.613278576
107252,0.147843943
1072557,0.380561259
1072616,0.391512663
1072657,0.046543463
1072673,0.021902806
1072711,0.613278576
1072766,0.164271047
1072932,0.380561259
107294,0.134154689
1072999,0.334017796
1073065,0.380561259
1073092,0.473648186
1073168,0.618754278
1073223,0.380561259
1073231,0.380561259
1073345,0.090349076
1073361,0.380561259
1073373,0.265571526
1073404,0.602327173
1073546,0.380561259
1073631,0.862422998
1073676,0.388774812
1073696,0.73100616
1073779,0.380561259
1073814,0.380561259
1073842,0.380561259
107386,0.999315537
1073958,0.046543463
1074021,0.980150582
1074044,0.295687885
1074078,0.024640657
107410,0.911704312
1074184,0.380561259
107430,0.090349076
1074375,0.862422998
107457,0.908966461
1074736,0.380561259
1074859,0.73100616
1074939,0.041067762
1075049,0.136892539
1075135,0.046543463
107518,0.476386037
1075810,0.985626283
1075858,0.818617385
107611,0.219028063
1076191,0.046543463
107630,0.224503765
107639,0.002737851
1076684,0.295687885
1076739,0.265571526
107674,0.908966461
107704,0.525667351
1077331,0.180698152
1077369,0.572210815
1077519,0.572210815
107753,0.908966461
1077590,0.046543463
1077700,0.572210815
1078157,0.862422998
1078260,0.216290212
1078275,0.20807666
1078280,0.5229295
1078461,0.862422998
107848,0.908966461
1078540,0.862422998
1078626,0.016427105
1078642,0.692676249
1078689,0.566735113
1078692,0.73100616
1078698,0.1724846
1078792,0.862422998
1078950,0.862422998
1079347,0.350444901
1079479,0.470910335
1079517,0.177960301
1079535,0.73100616
1079568,0.20807666
107970,0.722792608
1079734,0.019164956
1079738,0.136892539
1079760,0.265571526
1079784,0.429842574
1079887,0.136892539
1079911,0.862422998
1079982,0.862422998
1080046,0.670773443
1080103,0.473648186
1080148,0.73100616
1080540,0.019164956
108068,0.908966461
1080820,0.021902806
1081100,0.473648186
1081417,0.043805613
1081445,0.019164956
1081481,0.295687885
1081682,0.862422998
1081737,0.136892539
1081745,0.862422998
1081816,0.517453799
108182,0.090349076
1081821,0.818617385
1081855,0.046543463
1081906,0.046543463
1082047,0.427104723
108237,0.908966461
1082459,0.180698152
1082470,0.862422998
1082489,0.613278576
1082549,0.815879535
1082717,0.572210815
1082910,0.268309377
1082972,0.473648186
1083076,0.79945243
1083159,0.670773443
1083385,0.136892539
1083558,0.002737851
108356,0.246406571
1084131,0.268309377
1084367,0.268309377
1084723,0.427104723
1084850,0.862422998
1084904,0.572210815
1084938,0.804928131
1085176,0.862422998
1085221,0.793976728
108532,0.224503765
108541,0.906228611
1085434,0.473648186
1086043,0.862422998
1086291,0.254620123
1086484,0.043805613
1086490,0.473648186
108670,0.224503765
1086814,0.73100616
108685,0.421629021
108709,0.525667351
108725,0.224503765
1087384,0.41615332
108742,0.073921971
1087742,0.476386037
1087802,0.473648186
108801,0.093086927
1088173,0.268309377
108829,0.093086927
10884,0.251882272
1088655,0.670773443
108880,0.046543463
1089196,0.470910335
108951,0.906228611
1089535,0.807665982
1089844,0.265571526
1089989,0.473648186
1090425,0.733744011
1090822,0.377823409
1090844,0.043805613
1090865,0.807665982
1091053,0.019164956
109120,0.093086927
1091976,0.807665982
1091997,0.268309377
109226,0.090349076
10929,0.536618754
1093521,0.473648186
1093767,0.043805613
1093875,0.807665982
1094000,0.038329911
109415,0.906228611
1094311,0.295687885
1094348,0.804928131
1094432,0.17522245
1094761,0.021902806
1094821,0.807665982
1095171,0.807665982
109530,0.999315537
109538,0.911704312
1095489,0.670773443
1095593,0.473648186
109565,0.906228611
1095750,0.977412731
1096050,0.470910335
109618,0.90349076
10963,0.405201917
1096637,0.473648186
1096740,0.473648186
109731,0.733744011
1097342,0.807665982
109739,0.925393566
1097774,0.043805613
109782,0.908966461
1097939,0.999315537
1098065,0.662559891
1098315,0.473648186
1098591,0.79945243
1098737,0.473648186
1098901,0.043805613
109897,0.90349076
1099054,0.043805613
1099062,0.041067762
1099125,0.043805613
1099218,0.468172485
1099968,0.268309377
110013,0.525667351
1100248,0.859685147
1100664,0.268309377
110067,0.073921971
1100736,0.670773443
1100995,0.268309377
1101265,0.087611225
1101675,0.807665982
110170,0.906228611
1101817,0.473648186
1102160,0.457221081
110233,0.911704312
1102343,0.528405202
1103296,0.429842574
1103297,0.03559206
1103451,0.366872006
1103533,0.429842574
110355,0.093086927
1103565,0.859685147
1103610,0.473648186
1103744,0.473648186
1104571,0.807665982
1104676,0.859685147
1104846,0.517453799
1104877,0.514715948
11054,0.462696783
1105532,0.180698152
1105757,0.131416838
1105772,0.977412731
1105854,0.328542095
1105981,0.83504449
11062,0.536618754
1106722,0.180698152
1106812,0.481861739
1106915,0.804928131
1106954,0.755646817
1107106,0.670773443
1107383,0.501026694
1107533,0.503764545
1107537,0.180698152
1107616,0.804928131
1107815,0.999315537
1108061,0.134154689
1108106,0.898015058
1108270,0.180698152
1108321,0.517453799
110836,0.908966461
1108430,0.898015058
1108775,0.45174538
1108912,0.506502396
110895,0.090349076
1109082,0.468172485
1109195,0.517453799
110931,0.908966461
1109354,0.473648186
1109401,0.150581793
1109722,0.265571526
1109834,0.517453799
111016,0.224503765
111021,0.908966461
111029,0.750171116
111064,0.161533196
1110754,0.517453799
111107,0.090349076
1111475,0.180698152
1111826,0.654346338
1112156,0.481861739
111220,0.777549624
111230,0.090349076
1112650,0.807665982
1112827,0.807665982
1112949,0.517453799
1113024,0.470910335
1113434,0.468172485
1113595,0.440793977
1113674,0.583162218
1113698,0.807665982
1113718,0.807665982
11138,0.854209446
1113946,0.807665982
1114008,0.629705681
111411,0.908966461
1114139,0.774811773
1114335,0.180698152
1114604,0.473648186
111481,0.210814511
111482,0.090349076
1115071,0.670773443
111518,0.41615332
1115313,0.473648186
1115430,0.670773443
1115530,0.807665982
1115687,0.807665982
111604,0.093086927
1116058,0.473648186
1116168,0.060232717
1116305,0.449007529
1116391,0.793976728
1116430,0.898015058
1116629,0.396988364
1116777,0.670773443
1116799,0.473648186
1116828,0.265571526
1116855,0.736481862
1117217,0.183436003
1117389,0.821355236
1117425,0.470910335
111762,0.906228611
1117785,0.101300479
1117818,0.205338809
1117886,0.473648186
1117894,0.473648186
1117984,0.101300479
1118272,0.473648186
1118486,0.898015058
1118776,0.807665982
1118891,0.473648186
1118977,0.594113621
1119015,0.670773443
111908,0.906228611
111920,0.093086927
1119472,0.205338809
1119507,0.065708419
1119681,0.202600958
1119730,0.807665982
1119751,0.251882272
111979,0.906228611
1119822,0.265571526
1119951,0.473648186
1119960,0.251882272
1120023,0.807665982
1120066,0.648870637
112009,0.525667351
1120098,0.807665982
1120452,0.517453799
1120981,0.651608487
1121082,0.517453799
1121121,0.205338809
1121461,0.180698152
1121495,0.186173854
1121688,0.898015058
1121694,0.473648186
1121702,0.473648186
1121816,0.470910335
1121824,0.807665982
1122102,0.260095825
1122182,0.807665982
1122476,0.670773443
1122517,0.473648186
1122525,0.807665982
1122714,0.807665982
1122783,0.10403833
1123016,0.043805613
1123045,0.473648186
1123197,0.684462697
1123417,0.569472964
1123794,0.473648186
1123883,0.167008898
1124172,0.473648186
1124337,0.807665982
1124381,0.473648186
1124458,0.569472964
1124652,0.637919233
1124928,0.859685147
1125128,0.043805613
11252,0.854209446
1125235,0.180698152
1125279,0.807665982
1125296,0.109514032
1125341,0.859685147
1125497,0.109514032
1125629,0.191649555
1125634,0.473648186
1125719,0.268309377
1125728,0.999315537
1125838,0.38329911
1125924,0.043805613
1126085,0.131416838
1126101,0.859685147
1126177,0.468172485
11263,0.536618754
1126345,0.205338809
1126353,0.043805613
1126432,0.043805613
1126581,0.605065024
1126658,0.180698152
1126827,0.180698152
1127016,0.180698152
1127187,0.101300479
1127548,0.481861739
1127692,0.898015058
1127701,0.13963039
1127768,0.043805613
1127874,0.205338809
1127899,0.180698152
1128099,0.481861739
1128114,0.147843943
112831,0.90349076
1128343,0.859685147
112836,0.525667351
1128375,0.180698152
1128415,0.473648186
1128714,0.177960301
1128809,0.180698152
1129059,0.161533196
1129162,0.205338809
1129174,0.134154689
112935,0.224503765
1129423,0.517453799
112966,0.5229295
1129720,0.473648186
1129755,0.473648186
1130181,0.859685147
113050,0.925393566
113128,0.224503765
1131473,0.205338809
113151,0.525667351
1132075,0.484599589
1132269,0.03559206
1132659,0.569472964
1132671,0.043805613
1132758,0.041067762
1133017,0.569472964
1133129,0.180698152
1133164,0.030116359
1133391,0.898015058
1133681,0.804928131
1133884,0.569472964
1133940,0.043805613
1133961,0.791238878
1134074,0.054757016
1134082,0.180698152
1134113,0.323066393
113468,0.6954141
1134685,0.153319644
1135019,0.637919233
1135057,0.898015058
113510,0.224503765
1135109,0.429842574
1135354,0.859685147
1135370,0.859685147
1135472,0.205338809
1135587,0.807665982
1135597,0.898015058
1135716,0.043805613
113575,0.095824778
1135808,0.517453799
1135839,0.774811773
1136088,0.804928131
1136173,0.793976728
1136287,0.043805613
1136888,0.180698152
11369,0.249144422
1137643,0.476386037
1137690,0.999315537
1137699,0.517453799
113774,0.224503765
1137893,0.290212183
1138115,0.668035592
1138596,0.041067762
1138624,0.043805613
113870,0.925393566
1138703,0.197125257
1138720,0.818617385
1138823,0.106776181
1139187,0.851471595
1139215,0.481861739
1139492,0.804928131
1139621,0.043805613
1139743,0.043805613
1139794,0.041067762
1139831,0.180698152
114001,0.292950034
1140253,0.041067762
114039,0.925393566
1140717,0.898015058
1141042,0.1724846
1141237,0.898015058
1141239,0.481861739
1141531,0.818617385
1141912,0.043805613
1141996,0.804928131
1142329,0.101300479
1142692,0.197125257
1142938,0.818617385
1142964,0.793976728
1142973,0.818617385
1143180,0.377823409
1143446,0.386036961
1143631,0.818617385
1143674,0.27926078
1143856,0.13963039
1144288,0.295687885
114433,0.925393566
1144390,0.205338809
1144417,0.202600958
1144910,0.569472964
1144914,0.134154689
1145165,0.492813142
1145871,0.101300479
1145963,0.517453799
1146064,0.205338809
1146537,0.010951403
1146876,0.043805613
1146892,0.793976728
1147061,0.136892539
1147081,0.13963039
1147203,0.859685147
1147289,0.106776181
1147376,0.145106092
1147637,0.514715948
1147778,0.895277207
1147786,0.205338809
1148003,0.999315537
1148129,0.101300479
1148155,0.733744011
1148168,0.569472964
1148277,0.648870637
1148413,0.517453799
1148443,0.262833676
1148522,0.221765914
1148622,0.859685147
1148780,0.517453799
1149177,0.517453799
1149422,0.34770705
1149568,0.481861739
1149835,0.032854209
1149890,0.569472964
1150013,0.514715948
1150097,0.495550993
1150121,0.13963039
1150143,0.254620123
1150164,0.703627652
1150274,0.043805613
1150644,0.125941136
1150790,0.895277207
1151043,0.517453799
1151262,0.457221081
1151464,0.043805613
1151614,0.13963039
1151681,0.043805613
1151744,0.043805613
1152122,0.043805613
1152138,0.793976728
1152327,0.859685147
1152331,0.205338809
1152375,0.145106092
1152390,0.205338809
1152442,0.517453799
11527,0.462696783
1152903,0.517453799
1152926,0.284736482
1153159,0.481861739
1153257,0.517453799
1153362,0.265571526
1153387,0.145106092
1153553,0.303901437
1153564,0.205338809
1153596,0.517453799
1153648,0.517453799
1153710,0.17522245
1153762,0.481861739
11539,0.095824778
1153962,0.429842574
1154044,0.569472964
1154262,0.38329911
1154400,0.517453799
1154403,0.043805613
1154466,0.043805613
1154605,0.177960301
1154636,0.859685147
1154652,0.158795346
1154683,0.205338809
1154805,0.202600958
1154841,0.194387406
1154928,0.205338809
1154955,0.728268309
1155003,0.156057495
1155076,0.449007529
1155116,0.859685147
1155223,0.13963039
1155301,0.561259411
1155322,0.481861739
1155460,0.517453799
1155821,0.265571526
1155999,0.569472964
1156980,0.569472964
1157058,0.878850103
1157093,0.030116359
1157098,0.999315537
1157172,0.065708419
1157294,0.120465435
1157322,0.878850103
1157436,0.881587954
1157452,0.999315537
1157503,0.120465435
1157520,0.043805613
1157531,0.878850103
1157618,0.120465435
1157732,0.380561259
1157796,0.514715948
1157819,0.878850103
1157854,0.999315537
1157905,0.878850103
1157949,0.618754278
1157962,0.517453799
1158031,0.120465435
1158074,0.878850103
1158098,0.071184121
1158145,0.878850103
1158275,0.120465435
1158354,0.635181383
1158445,0.032854209
1158449,0.928131417
1158476,0.878850103
1158556,0.856947296
1158626,0.752908967
1158646,0.566735113
1158729,0.999315537
1158773,0.13963039
1158882,0.265571526
1159028,0.878850103
1159063,0.120465435
1159091,0.298425736
1159150,0.878850103
1159158,0.120465435
115917,0.224503765
1159194,0.859685147
1159201,0.120465435
1159210,0.859685147
1159264,0.878850103
1159272,0.046543463
1159273,0.292950034
1159430,0.331279945
1159536,0.878850103
1159541,0.205338809
1159587,0.120465435
1159753,0.878850103
1159785,0.76386037
1159970,0.120465435
116004,0.224503765
1160054,0.878850103
1160062,0.120465435
1160063,0.851471595
1160078,0.878850103
1160097,0.709103354
1160105,0.120465435
1160113,0.62422998
1160165,0.205338809
1160208,0.878850103
1160247,0.648870637
1160260,0.197125257
1160334,0.878850103
1160342,0.878850103
1160377,0.878850103
116040,0.306639288
1160409,0.769336071
1160480,0.889801506
1160551,0.120465435
1160603,0.859685147
1160662,0.793976728
1160663,0.177960301
1160716,0.577686516
1160874,0.878850103
1160898,0.999315537
1160926,0.205338809
1160996,0.878850103
1161086,0.120465435
1161094,0.240930869
1161173,0.878850103
1161275,0.265571526
1161437,0.120465435
1161445,0.878850103
1161453,0.547570157
1161469,0.878850103
1161548,0.878850103
1161678,0.878850103
1161784,0.878850103
